,gamma_autocorrelation,ocean_heat_capacity[0],ocean_heat_capacity[1],ocean_heat_capacity[2],ocean_heat_transfer[0],ocean_heat_transfer[1],ocean_heat_transfer[2],deep_ocean_efficacy,sigma_eta,sigma_xi,forcing_4co2,iirf_0[CO2],iirf_uptake[CO2],iirf_temperature[CO2],iirf_airborne[CO2],erfari_radiative_efficiency[BC],erfari_radiative_efficiency[OC],erfari_radiative_efficiency[Sulfur],erfari_radiative_efficiency[NOx],erfari_radiative_efficiency[VOC],erfari_radiative_efficiency[NH3],erfari_radiative_efficiency[CH4],erfari_radiative_efficiency[N2O],erfari_radiative_efficiency[Equivalent effective stratospheric chlorine],aci_shape[Sulfur],aci_shape[BC],aci_shape[OC],aci_scale,ozone_radiative_efficiency[CH4],ozone_radiative_efficiency[N2O],ozone_radiative_efficiency[Equivalent effective stratospheric chlorine],ozone_radiative_efficiency[CO],ozone_radiative_efficiency[VOC],ozone_radiative_efficiency[NOx],forcing_scale[CH4],forcing_scale[N2O],forcing_scale[Stratospheric water vapour],forcing_scale[Land use],forcing_scale[Volcanic],forcing_scale[Solar],forcing_scale[Light absorbing particles on snow and ice],forcing_scale[CO2],forcing_scale[CFC-11],forcing_scale[CFC-12],forcing_scale[CFC-113],forcing_scale[CFC-114],forcing_scale[CFC-115],forcing_scale[HCFC-22],forcing_scale[HCFC-141b],forcing_scale[HCFC-142b],forcing_scale[CCl4],forcing_scale[CHCl3],forcing_scale[CH2Cl2],forcing_scale[CH3Cl],forcing_scale[CH3CCl3],forcing_scale[CH3Br],forcing_scale[Halon-1211],forcing_scale[Halon-1301],forcing_scale[Halon-2402],forcing_scale[CF4],forcing_scale[C2F6],forcing_scale[C3F8],forcing_scale[c-C4F8],forcing_scale[C4F10],forcing_scale[C5F12],forcing_scale[C6F14],forcing_scale[C7F16],forcing_scale[C8F18],forcing_scale[NF3],forcing_scale[SF6],forcing_scale[SO2F2],forcing_scale[HFC-125],forcing_scale[HFC-134a],forcing_scale[HFC-143a],forcing_scale[HFC-152a],forcing_scale[HFC-227ea],forcing_scale[HFC-32],forcing_scale[HFC-365mfc],forcing_scale[HFC-4310mee],forcing_scale[HFC-23],forcing_scale[HFC-236fa],forcing_scale[HFC-245fa],baseline_concentration[CO2],seed,stochastic_run,use_seed
1278567,2.762473262,4.499991657,12.39522049,91.80872071,1.201634153,2.903785682,1.074261542,1.065131226,0.770714116,0.555530693,7.376500188,29.65325987,0.002252818,3.780987546,0.002008965,0.003580972,-0.000110784,-0.00146422,-6.69E-05,-4.84E-05,-0.000586256,-3.71E-06,-3.71E-05,-8.36E-06,0.002510111,3.40E-20,0.00728363,-3.245387272,0.000260338,0.001389089,9.57E-06,-3.67E-05,0.000337714,0.001060499,0.967576403,1.052493079,0.608563683,1.375385498,1.01321571,0.60816977,1.315629148,0.967809314,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,1.040527525,277.4178021,511503996,FALSE,FALSE
1278578,5.802448767,5.350410433,6.230492298,97.74529568,1.102453941,2.9272042,1.000270788,1.486062033,0.762150036,0.689251621,7.87437798,29.8320443,0.00161551,1.399852353,0.005029767,0.035294623,-0.006247129,-0.002151059,-0.000105963,-4.69E-06,-0.000587143,-3.06E-06,-2.66E-05,-8.28E-06,3.34E-07,1.43E-08,4.11E-07,-19304.50296,0.000264883,0.001093362,-0.000122176,-0.000146726,6.16E-05,0.001280886,0.913190429,1.012952866,1.217930551,0.990926264,0.937524046,1.347480139,1.264925192,1.005662426,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,0.784454476,278.5307683,511508385,FALSE,FALSE
1281438,12.44168108,3.639527045,17.19661523,95.51565583,1.396343189,4.469991069,0.857397372,1.293708433,1.255123291,0.624493367,8.263229745,23.75204887,0.004733728,6.951593294,-0.000557542,0.064924871,-0.006691744,-0.004074475,-9.92E-05,-1.65E-05,-0.00067585,-3.29E-06,-2.84E-05,-5.95E-06,0.002405047,0.006519573,0.001623344,-1.319927562,0.000255058,0.001439776,-7.81E-05,1.44E-05,0.000161194,0.000904424,1.11114011,0.896711127,2.146176542,0.833677664,0.930208912,0.982195208,0.467208641,1.034093769,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,0.898768329,279.7452535,512649525,FALSE,FALSE
1282078,2.766105028,3.068226657,31.21156297,129.1213206,1.358841939,0.969037977,0.362957186,0.470624142,0.749115877,0.331466951,8.631644945,36.98643643,-0.004101121,-0.423162261,0.007117507,0.018616131,-0.004245141,-0.002872043,-6.86E-05,-1.27E-05,-0.000688641,-2.49E-06,-3.74E-05,-5.63E-06,0.001628509,20.24502511,1.41E-18,-1.402876813,0.000210861,0.001302367,3.33E-05,-4.37E-05,9.46E-05,0.002031018,1.001241563,1.123110798,0.551028593,0.73002662,1.099700546,1.28434849,1.152950691,1.060659929,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,1.065956028,277.0158813,512904885,FALSE,FALSE
1282156,4.762761066,2.277355525,20.85181583,106.0374065,0.783698484,4.379141483,0.813993211,1.487786283,0.772959957,0.308930654,7.226219139,37.42286339,-0.004206296,0.447875468,0.004771623,0.051360273,-0.003307366,-0.005293957,-6.49E-05,1.14E-05,-0.000584572,-2.42E-06,-3.75E-05,-8.92E-06,0.296393662,3.96E-50,3.047978119,-1.674554179,0.000229363,0.00162703,1.12E-05,0.000110496,0.000235606,0.000758739,1.15183107,0.922745747,1.398419109,1.215234186,1.320098239,1.186533779,0.191528824,0.956470736,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,1.142244716,280.3085104,512936007,FALSE,FALSE
1282637,5.66335275,3.533902976,11.60480414,85.12768079,0.924804935,8.144001742,0.714759468,1.510069355,0.993627895,0.617266827,8.006124236,28.7850467,0.001981256,6.715361157,0.000118504,0.025745475,-0.005031432,-0.003470893,-8.78E-05,-9.40E-06,-0.000657027,-4.41E-06,-3.59E-05,-8.35E-06,0.000442431,0.094146928,1.33E-14,-3.769004182,0.000219987,0.001177866,6.79E-05,0.000113622,0.000167799,0.001159637,1.093797735,0.942841474,0.500351128,0.802683348,0.724260913,0.634403153,0.687654443,1.015135378,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,0.900054744,279.9116207,513127926,FALSE,FALSE
1282728,15.54362413,4.175025497,28.40360816,37.8320031,1.402084483,2.771001266,1.182252,1.525272389,1.888207588,0.52387415,7.693030448,27.91506696,0.003796455,3.354312301,0.001596766,0.042039193,-0.004969308,-0.002080255,-7.36E-05,-2.64E-05,-0.00058751,-4.69E-06,-4.28E-05,-7.51E-06,0.003707125,7.56E-17,0.007209442,-2.119568629,0.000317906,0.000870397,-7.19E-05,8.84E-05,0.000290156,0.000579947,1.10341435,0.974733117,0.378101127,1.017830276,0.791096134,0.35631409,1.408297061,0.991569993,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,0.992399897,279.4682315,513164235,FALSE,FALSE
1283154,2.394769262,4.731209068,15.43359053,114.7400968,0.841860736,2.329972243,0.868463227,1.38430432,0.50093388,0.57776049,8.086587747,37.78764597,-0.004898818,0.781438897,0.005391768,0.031100926,-0.00467205,-0.003322183,-0.000106708,-3.78E-05,-0.000570918,-2.51E-06,-5.21E-05,-9.03E-06,0.001128928,0.000136349,1.92E-14,-6.614641094,0.000131188,0.001367332,-0.000104734,7.33E-05,0.00039607,0.000288898,0.95762679,1.074311485,2.238672178,1.476694434,0.860405751,1.48849191,0.932535816,1.020752207,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,1.003751649,277.8286586,513334209,FALSE,FALSE
1283168,1.082525618,4.968367225,22.32207726,83.69050684,1.574339965,2.187862617,1.018157223,1.3564351,0.256461103,0.426265089,8.31523393,37.3346096,-0.004236293,1.054281688,0.004673559,0.032564276,-0.006938153,0.001902213,-5.70E-05,-3.29E-05,-0.000666974,-3.63E-06,-3.51E-05,-9.21E-06,0.03467609,0.139921525,6.35E-23,-0.569942309,0.000259225,0.001421802,-0.000114387,7.25E-05,0.000448412,0.001768545,1.036345739,1.061703728,1.323878612,1.188764376,0.916442182,0.797194251,0.260138987,1.038252361,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,1.205448114,278.3589657,513339795,FALSE,FALSE
1284673,4.632909324,4.954210987,12.42106271,69.27413416,2.497659275,1.709484663,0.570608741,1.470112197,0.844254716,0.452317764,6.733621223,36.29414386,-0.002360301,-0.346606817,0.005389655,0.010570577,-0.00630352,-0.001666058,-8.55E-05,6.86E-06,-0.000605021,-3.04E-06,-4.24E-05,-8.36E-06,0.024027738,1.87E-38,3.23E-12,-0.184201871,0.000290974,0.001589494,-0.000109385,6.14E-05,0.000366097,0.002425248,1.077993771,1.08281186,1.241086776,0.642146551,1.030475941,1.014122887,1.275786413,0.921624036,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,0.974146486,276.776582,513940290,FALSE,FALSE
1284815,6.01235708,3.570598663,8.374776412,78.74413462,1.154960556,3.20996255,0.870545807,1.264593295,1.159018777,0.346369121,6.920369782,30.60990625,0.000737033,2.880249481,0.003213816,0.03719519,-0.007383889,-0.003084358,-7.01E-05,-3.37E-05,-0.000665335,-2.07E-06,-2.85E-05,-8.17E-06,0.005124587,0.027685862,2.82E-11,-1.799768157,0.000235973,0.001000631,-8.14E-05,-5.67E-05,0.000366515,0.002089795,0.963907528,0.884697421,1.78624292,1.316552691,1.004849841,0.695530292,0.722829322,0.933817558,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,1.143871297,279.3726958,513996948,FALSE,FALSE
1285538,1.689728701,1.984834821,8.031984485,219.9735631,1.412885204,2.313875847,0.774123976,0.633067528,0.440046876,0.442035375,8.468862212,36.42404027,-0.004431563,3.377368454,0.004438143,0.045936447,-0.009637151,-0.002569942,-8.05E-05,-4.00E-05,-0.000684654,-3.42E-06,-2.76E-05,-8.66E-06,0.00261407,2.82788365,7.65E-17,-1.136572272,0.000203109,0.001079732,-2.44E-05,6.24E-05,0.000592684,0.001016423,1.064696378,1.096872401,0.222588794,1.743482371,1.109011515,1.137972533,1.869362258,1.049550292,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,1.052671919,276.668608,514285425,FALSE,FALSE
1287246,3.251488849,3.439571295,17.97548863,121.1698475,1.054804692,1.911857848,0.879775508,1.417476307,0.610182877,0.53023159,8.051561803,31.65625142,0.000794901,4.997506207,0.000922841,0.046009242,-0.002976801,-0.001462565,-0.000104803,-1.17E-05,-0.000645857,-1.40E-06,-2.05E-05,-7.98E-06,0.074000293,58.94405153,1.59E-22,-0.977214408,0.000298656,0.00107564,-7.95E-05,-0.000163055,0.00016495,0.001491152,1.032317399,1.019043273,0.847918515,1.319322392,1.059521545,1.489548859,0.560826248,1.018453627,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,0.738006757,276.1719958,514966917,FALSE,FALSE
1289149,13.53843903,4.424411504,13.4274688,153.9453577,1.599919797,2.06064498,1.352197007,1.117641802,1.129917815,0.656774678,8.172995387,31.41980421,0.002882957,1.678491814,0.001152476,0.034661494,-0.002801973,-0.00474877,-6.17E-05,-2.48E-05,-0.000531936,-4.39E-06,-2.44E-05,-7.55E-06,0.007549644,7.30E-09,0.196751595,-0.971244584,0.0002657,0.001277755,-4.34E-05,6.82E-05,2.24E-05,0.000944751,1.024272183,0.974068651,1.993564809,0.931647804,0.85614999,0.546427012,0.33460704,1.027273043,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,0.940179174,277.7002539,515726214,FALSE,FALSE
1293280,2.288351151,3.397570661,6.625325956,287.2954116,1.669223618,1.121619627,0.535553198,0.220522146,0.712989003,0.445533862,7.984868741,36.63546903,-0.004469428,1.949983635,0.00492722,0.042775914,-0.003003084,-0.006231276,-0.000115188,-1.59E-05,-0.000589376,-2.35E-06,-4.78E-05,-7.89E-06,0.028577667,8.25E-34,0.171388297,0.014175084,0.000252456,0.001486717,-0.000175787,-8.09E-06,-0.000175524,-0.000309253,0.663637952,1.145310602,1.226118318,0.649436115,1.120098733,1.330859969,0.630275009,1.013595979,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,1.054754744,277.1433392,517374483,FALSE,FALSE
1293475,15.29856791,3.812354246,5.905532834,153.9443319,1.167830298,3.945626757,0.918435279,1.070454255,1.795385453,0.665385813,8.432612169,31.31484407,0.001190669,1.52201169,0.004860767,0.055546599,-0.008502521,-0.003000824,-8.72E-05,-1.57E-05,-0.00066538,-2.02E-06,-1.59E-05,-8.36E-06,7.37E-07,3.59E-74,1.46E-05,-5533.393682,0.00022062,0.000707807,-0.000103608,0.000117595,0.000128157,0.001009246,1.070464736,1.105529943,1.535128434,0.685608953,0.839945155,0.795747775,0.983636005,1.04677472,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,1.223969171,276.7143388,517452288,FALSE,FALSE
1293584,1.774532913,3.530157978,13.17619579,71.99519638,1.261353596,3.676183064,0.965484484,1.509441049,0.39317675,0.272678279,8.326652543,28.23084157,0.004703242,0.495803545,0.003776214,0.024744748,-0.006312995,-0.005472878,-8.99E-05,-2.44E-05,-0.000602374,-2.76E-06,-4.27E-05,-9.11E-06,0.003099554,0.338845838,9.90E-17,-0.638375889,0.000123415,0.001318066,-8.08E-05,8.26E-05,0.00052993,0.000570066,1.049314991,0.959364002,0.636266069,0.678843155,1.03987791,1.257744936,1.335445829,1.039242303,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,1.028052776,277.7024455,517495779,FALSE,FALSE
1294335,3.797375557,4.19331924,8.006762742,118.8968964,1.742907259,2.757164338,1.065049531,1.220092494,0.627792539,0.626044123,8.469929816,28.24858212,0.003669591,5.66149683,7.96E-05,0.024979423,-0.00518255,-0.003158668,-8.31E-05,1.60E-05,-0.000612174,-2.12E-06,-2.43E-05,-8.11E-06,0.016788215,1.12E-31,0.075311375,-0.907322281,0.000211194,0.000895098,-0.00011281,2.57E-05,0.00049225,0.002699375,0.880548634,0.970846363,0.636292461,1.263547963,1.272550317,0.547834959,1.119319897,1.049622301,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,0.928313176,278.9155451,517795428,FALSE,FALSE
1295759,14.3208499,3.682372815,14.44914717,137.1695506,1.408509353,2.476058529,0.398212325,0.598266605,1.455258021,0.510804516,7.632027265,32.38748077,6.25E-05,0.954358696,0.0046621,0.061598066,-0.00748825,-0.00257271,-8.72E-05,-7.38E-06,-0.000615422,-1.07E-06,-6.21E-05,-8.90E-06,0.070927442,8.32E-39,6.33E-12,-0.414981724,0.000248747,0.001166557,1.55E-06,-0.000191319,0.000277018,0.000872722,0.787907221,1.092493331,0.56087397,0.948485631,1.053701267,0.693935592,2.950383498,0.986873315,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,0.895981477,278.273618,518363604,FALSE,FALSE
1295876,22.71615671,3.977022614,7.060815975,89.03736986,2.292852851,4.438810268,0.77462613,1.290237206,2.13360724,0.473430889,9.502171379,27.37757714,0.004687806,5.543425982,-0.00055354,0.019332552,-0.004521765,-0.002264005,-9.47E-05,-1.49E-05,-0.000643279,-2.56E-06,-4.03E-05,-8.65E-06,0.003959004,0.031446149,0.027759657,-1.361659185,0.000210207,0.001259194,-2.92E-05,-1.46E-08,0.000637247,0.001408035,1.00120747,0.906126819,0.553838333,1.058546996,0.891269343,1.125243018,0.842765281,1.125247997,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,1.089922265,278.9341855,518410287,FALSE,FALSE
1300058,5.417369169,3.12709752,22.71885515,194.0702716,1.636281027,2.12510778,0.598934669,0.569750547,0.72919504,0.388426815,7.914639281,31.48017279,0.001535747,3.350927789,0.001639162,0.046854559,-0.005584747,-0.00423531,-0.000112483,-7.00E-06,-0.000662048,-7.66E-07,-5.01E-05,-8.31E-06,0.039062139,2.350462436,1.91E-23,-0.702529409,0.000274416,0.001268481,4.04E-05,6.72E-05,3.05E-05,0.001559305,1.087429574,1.041946494,1.526360182,0.949292002,0.95666988,1.36071338,0.690049007,1.008474654,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,0.773459649,276.559509,520078905,FALSE,FALSE
1301231,2.834786024,5.130729986,11.38566058,46.10836452,0.894815367,3.688014817,1.082255676,1.798128772,0.867303498,0.427656289,7.861695776,34.81995667,-0.001365968,1.29700457,0.00433979,0.070294794,-0.003919613,-0.003582943,-0.00010108,-2.22E-05,-0.000607192,-1.56E-06,-2.18E-05,-7.08E-06,0.002525204,0.354538011,7.37E-17,-1.424017263,0.000239241,0.001044278,-6.72E-05,-3.19E-05,0.0002561,0.001238614,0.906074295,0.96262329,0.964260642,1.138531116,1.114540678,1.142682044,0.156590457,1.004714954,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,0.927966077,276.9118276,520546932,FALSE,FALSE
1303810,5.910501494,5.700166622,7.058356742,93.90952091,1.434250965,2.754616292,1.319975284,1.440188741,0.592480411,0.368234998,6.55974356,37.06951833,-0.003722544,0.223440342,0.004945269,0.022033098,-0.001057433,-0.003450247,-5.34E-05,-5.44E-06,-0.000559125,-1.46E-06,-4.03E-05,-7.65E-06,0.1249049,2.56E-57,9.189404212,-1.621442529,0.000254286,0.001089339,-5.80E-05,0.000164991,1.02E-05,0.002525997,0.840082207,0.941672504,1.014293719,1.037537148,0.795831932,0.906080165,0.184678015,0.908596517,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,0.966302087,279.3938618,521575953,FALSE,FALSE
1306116,7.073265181,4.454522778,20.47596118,56.68760947,1.453398218,1.488494084,0.826607011,1.231422976,1.507251292,0.394935949,8.009479783,34.88021281,-0.001802213,-0.206314428,0.005292308,0.012141703,-0.005235723,-0.004784808,-8.90E-05,-2.56E-05,-0.000524436,-1.67E-06,-2.13E-05,-8.69E-06,0.029268162,2.83E-41,2.12E-12,-0.262887286,0.000256301,0.001054409,-2.99E-05,-6.79E-05,-0.000164925,0.000791288,0.990817759,0.999385126,0.453593132,0.884100233,0.943480502,1.326723739,0.415578793,1.01542631,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,0.941565199,279.3905429,522496047,FALSE,FALSE
